,TLabel,Tweet text processed,Unnamed: 0,Unnamed: 0.1,ZLabel,cashtags,conversation_id,created_at,date,day,geo,has_media,hashtags,hour,id,img_urls,is_replied,is_reply_to,likes,link,links,name,near,nlikes,nreplies,nretweets,parent_tweet_id,place,quote_url,replies,reply_to,reply_to_users,retweet,retweet_date,retweet_id,retweets,screen_name,search,source,text,text_html,timestamp,timestamp_epochs,timezone,trans_dest,trans_src,translate,tweet,tweet_id,tweet_url,user_id,user_id_str,user_rt,user_rt_id,username,video_url,tweet_processed,pred,pred_raw
132,0.0,*delhi area: 1484 sq. km.* *1 smog tower cleans area: pi×3×3= 28 sq. km.* *total smog tower required: 1484÷28 = 53.* *one smog tower cost = 2 crore.* *total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only kindly installed it 🙏,816.0,1005.0,0,[],1.19e+18,1572888409000.0,2019-11-04 17:26:49,1.0,,,[],17.0,1.19e+18,,,,,https://twitter.com/kunalvig_87/status/1191406457943556108,,Chef Kunal vig,,0.0,0.0,0.0,,,,,"[{'user_id': '179110785', 'username': 'kunalvig_87'}]",,False,,,,,smog tower,,,,,,UTC,,,,"*Delhi Area: 1484 sq. Km.*
*1 Smog Tower cleans area: pi×3×3= 28 sq. Km.*
*Total Smog Tower required: 1484÷28 = 53.*
*One Smog Tower cost = 2 Crore.*
*Total One time Cost required to install Smog Towers throughout Delhi = 53×2= 106 Crores Only
Kindly installed it 🙏",,,179110785,179110785.0,,,kunalvig_87,,*delhi area: 1484 sq. km.* *1 smog tower cleans area: pi×3×3= 28 sq. km.* *total smog tower required: 1484÷28 = 53.* *one smog tower cost = 2 crore.* *total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only kindly installed it 🙏,0,0.9792948961257935
133,0.0,"on lines of china, delhi may get anti-smog tower by next winter",657.0,740.0,0,[],1.2e+18,1573978565000.0,2019-11-17 8:16:05,7.0,,,[],8.0,1.2e+18,,,,,https://twitter.com/IamOmatseyeJnr/status/1195978904995074048,,"Omatseye,Junior Omoluabi",,0.0,0.0,0.0,,,,,"[{'user_id': '253286644', 'username': 'IamOmatseyeJnr'}]",,False,,,,,smog tower,,,,,,UTC,,,,"On lines of China, Delhi may get anti-smog tower by next winter  http://toi.in/HxVkgb/a24gk ",,,253286644,253286644.0,,,IamOmatseyeJnr,,"on lines of china, delhi may get anti-smog tower by next winter",0,0.9655408263206482
144,0.0,delhi:1484 1 smog tower cleans: pi×3×3= 28 . so smog tower required: 1484÷28=53 1 tower cost = 2 cr. total cost req. to install smog towers throughout delhi =53×2=106 crores only. clean air solution worth just 106 crores! it hurts.,806.0,991.0,0,[],1.19e+18,1572915184000.0,2019-11-05 0:53:04,2.0,,,[],0.0,1.19e+18,,,,,https://twitter.com/chandra_sheker/status/1191518758931578880,,c.s.singh,,0.0,0.0,0.0,,,,,"[{'user_id': '138301584', 'username': 'chandra_sheker'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi:1484  http://sq.Km 
1 Smog Tower cleans: pi×3×3= 28  http://sq.Km . So Smog Tower required: 1484÷28=53
1 Tower cost = 2 Cr.
Total Cost req. to install Smog Towers throughout Delhi =53×2=106 Crores Only.
clean air solution worth just 106 Crores!
it hurts.",,,138301584,138301584.0,,,chandra_sheker,,delhi:1484 1 smog tower cleans: pi×3×3= 28 . so smog tower required: 1484÷28=53 1 tower cost = 2 cr. total cost req. to install smog towers throughout delhi =53×2=106 crores only. clean air solution worth just 106 crores! it hurts.,1,0.9276697635650635
145,0.0,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km total smog tower required: 1484÷28 =53 1 smog tower cost=2 crore total one time cost required to install smog towers throughout delhi = 53×2=106 crores only 2018-19 kejriwal govt subsidy electricity:1800 crore,810.0,996.0,0,[],1.19e+18,1572891330000.0,2019-11-04 18:15:30,1.0,,,[],18.0,1.19e+18,,,,,https://twitter.com/ShikhaPathak18/status/1191418708528226304,,Shikha Pathak,,4.0,2.0,3.0,,,,,"[{'user_id': '3313287811', 'username': 'ShikhaPathak18'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi Area: 1484 sq. Km.
1 Smog Tower cleans area: pi×3×3= 28 sq. Km
Total Smog Tower required: 1484÷28 =53
1 Smog Tower cost=2 Crore
Total One time Cost required to install Smog Towers throughout Delhi = 53×2=106 Crores Only

2018-19 Kejriwal Govt subsidy
Electricity:1800 Crore",,,3313287811,3313287811.0,,,ShikhaPathak18,,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km total smog tower required: 1484÷28 =53 1 smog tower cost=2 crore total one time cost required to install smog towers throughout delhi = 53×2=106 crores only 2018-19 kejriwal govt subsidy electricity:1800 crore,0,0.9851855635643005
148,0.0,"on lines of china, delhi may get anti-smog tower by next winter …",644.0,725.0,0,[],1.2e+18,1574049052000.0,2019-11-18 3:50:52,1.0,,,[],3.0,1.2e+18,,,,,https://twitter.com/dbindal88/status/1196274548200689664,,Deepak Kumar Bindal,,0.0,0.0,0.0,,,,,"[{'user_id': '1542644574', 'username': 'dbindal88'}]",,False,,,,,smog tower,,,,,,UTC,,,,"On lines of China, Delhi may get anti-smog tower by next winter  https://timesofindia.indiatimes.com/city/delhi/following-china-delhi-may-get-anti-smog-tower-by-next-winter/articleshow/72090396.cms?utm_source=facebook.com&utm_medium=social&utm_campaign=TOI&utm_content=om-bm …",,,1542644574,1542644574.0,,,dbindal88,,"on lines of china, delhi may get anti-smog tower by next winter …",0,0.9680095314979553
150,0.0,answer to can the delhi government have to build a smog tower? by cloud tec …,573.0,640.0,0,[],1.2e+18,1575617081000.0,2019-12-06 7:24:41,5.0,,,[],7.0,1.2e+18,,,,,https://twitter.com/CloudTec1/status/1202851339677523969,,Cloud Tec,,0.0,0.0,0.0,,,,,"[{'user_id': '1199572891953594369', 'username': 'CloudTec1'}]",,False,,,,,smog tower,,,,,,UTC,,,,Answer to Can the Delhi government have to build a smog tower? by Cloud Tec  https://www.quora.com/Can-the-Delhi-government-have-to-build-a-smog-tower/answer/Cloud-Tec?ch=2&srid=6pYeS …,,,1199572891953594369,1.2e+18,,,CloudTec1,,answer to can the delhi government have to build a smog tower? by cloud tec …,0,0.9693905115127563
151,0.0,*delhi area: 1484 sq. km.* *1 smog tower cleans area: pi×3×3= 28 sq. km.* *total smog tower required: 1484÷28 = 53.* *one smog tower cost = 2 crore.* *total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only.* ‐-------‐----- .,824.0,1015.0,0,[],1.19e+18,1572885647000.0,2019-11-04 16:40:47,1.0,,,[],16.0,1.19e+18,,,,,https://twitter.com/jainarts/status/1191394873754058752,,Lalit Jain,,0.0,0.0,0.0,,,,,"[{'user_id': '90767426', 'username': 'jainarts'}]",,False,,,,,smog tower,,,,,,UTC,,,,"*Delhi Area: 1484 sq. Km.*
*1 Smog Tower cleans area: pi×3×3= 28 sq. Km.*
*Total Smog Tower required: 1484÷28 = 53.*
*One Smog Tower cost = 2 Crore.*
*Total One time Cost required to install Smog Towers throughout Delhi = 53×2= 106 Crores Only.*
‐-------‐-----
.",,,90767426,90767426.0,,,jainarts,,*delhi area: 1484 sq. km.* *1 smog tower cleans area: pi×3×3= 28 sq. km.* *total smog tower required: 1484÷28 = 53.* *one smog tower cost = 2 crore.* *total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only.* ‐-------‐----- .,0,0.9860610961914062
155,0.0,"delhi's smog tower will cost rs 20 crore for 2 years, is likely to be funded by environment protection charge which was imposed on diesel suvs. wonder if it's worth the investment...an electric bus would be under rs 3 crore #airpollution …",590.0,657.0,0,[],1.2e+18,1575090040000.0,2019-11-30 5:00:40,6.0,,,['#airpollution'],5.0,1.2e+18,,,,,https://twitter.com/jayashreenandi/status/1200640767204544512,,Jayashree Nandi,,14.0,1.0,13.0,,,,,"[{'user_id': '621649066', 'username': 'jayashreenandi'}, {'user_id': '36327407', 'username': 'htTweets'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi's smog tower will cost Rs 20 crore for 2 years, is likely to be funded by environment protection charge which was imposed on diesel SUVs. Wonder if it's worth the investment...an electric bus would be under Rs 3 crore #AirPollution @htTweets  https://www.hindustantimes.com/cities/environment-ministry-okays-pilot-demo-for-smog-tower-in-delhi/story-B2D3wGRKmlRNejA1TxX0BI.html …",,,621649066,621649066.0,,,jayashreenandi,,"delhi's smog tower will cost rs 20 crore for 2 years, is likely to be funded by environment protection charge which was imposed on diesel suvs. wonder if it's worth the investment...an electric bus would be under rs 3 crore #airpollution …",0,0.8891713619232178
157,0.0,cloud tec pvt. ltd. is leading the industry of #anti_smog tower & #smog_free_tower in india. if you want to plant the smog tower near your home and garden spaces. so you can contact us,593.0,661.0,0,[],1.2e+18,1575009690000.0,2019-11-29 6:41:30,5.0,,,"['#anti_smog', '#smog_free_tower']",6.0,1.2e+18,,,,,https://twitter.com/CloudTec1/status/1200303753628307457,,Cloud Tec,,0.0,0.0,0.0,,,,,"[{'user_id': '1199572891953594369', 'username': 'CloudTec1'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Cloud Tec Pvt. Ltd. is leading the industry of #Anti_Smog Tower & #Smog_Free_Tower in India. If you want to plant the Smog tower near your home and garden spaces. So you can contact us
 https://www.cloudtec.in/smog-tower.html  pic.twitter.com/1zbJsbYYzV",,,1199572891953594369,1.2e+18,,,CloudTec1,,cloud tec pvt. ltd. is leading the industry of #anti_smog tower & #smog_free_tower in india. if you want to plant the smog tower near your home and garden spaces. so you can contact us,1,0.9258521795272827
158,0.0,my answer to can the delhi government have to build a smog tower? …,594.0,662.0,0,[],1.2e+18,1574926292000.0,2019-11-28 7:31:32,4.0,,,[],7.0,1.2e+18,,,,,https://twitter.com/PrathameshSard1/status/1199953958116216834,,earthsinsight.com | Blog,,0.0,0.0,0.0,,,,,"[{'user_id': '1096994331557150720', 'username': 'PrathameshSard1'}]",,False,,,,,smog tower,,,,,,UTC,,,,My answer to Can the Delhi government have to build a smog tower?  https://www.quora.com/Can-the-Delhi-government-have-to-build-a-smog-tower/answer/Prathamesh-Sardesai-1?share=b860945a …,,,1096994331557150720,1.1e+18,,,PrathameshSard1,,my answer to can the delhi government have to build a smog tower? …,0,0.9092326760292053
169,0.0,"on lines of china, delhi may get anti-smog tower by next winter china has recently installed an anti-smog tower that is 100 metres in height and cleans up to about 75 million cubic metres of air per day. read:",648.0,730.0,0,[],1.2e+18,1574020800000.0,2019-11-17 20:00:00,7.0,,,[],20.0,1.2e+18,,,,,https://twitter.com/timesofindia/status/1196156048819789830,,The Times Of India,,108.0,6.0,24.0,,,,,"[{'user_id': '134758540', 'username': 'timesofindia'}]",,False,,,,,smog tower,,,,,,UTC,,,,"On lines of China, Delhi may get anti-smog tower by next winter 

China has recently installed an anti-smog tower that is 100 metres in height and cleans up to about 75 million cubic metres of air per day.

Read:  http://toi.in/HxVkgb/a24gk  pic.twitter.com/rGW8K7yH3g",,,134758540,134758540.0,,,timesofindia,,"on lines of china, delhi may get anti-smog tower by next winter china has recently installed an anti-smog tower that is 100 metres in height and cleans up to about 75 million cubic metres of air per day. read:",0,0.8192724585533142
176,0.0,is it too much to ask?@arvindkejriwal area: 1484 sq. km 1 smog tower(st) cleans area: pi×3×3= 28 sq. km total st required: 1484÷28 = 53 one st cost = 2 crore. *total one time cost to install st throughout delhi = 53×2= 106 crores only.,827.0,1018.0,0,[],1.19e+18,1572884981000.0,2019-11-04 16:29:41,1.0,,,[],16.0,1.19e+18,,,,,https://twitter.com/kuldeepranga81/status/1191392080943144961,,Kuldeep Ranga,,1.0,0.0,0.0,,,,,"[{'user_id': '326123046', 'username': 'kuldeepranga81'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '30417501', 'username': 'msisodia'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Is it too much to ask?@ArvindKejriwal
@msisodia
 Area: 1484 sq. Km
1 Smog Tower(ST) cleans area: pi×3×3= 28 sq. Km
Total ST required: 1484÷28 = 53
One ST cost = 2 Crore.
*Total One time Cost to install ST throughout Delhi = 53×2= 106 Crores Only.  pic.twitter.com/CqCmcExUXE",,,326123046,326123046.0,,,kuldeepranga81,,is it too much to ask?@arvindkejriwal area: 1484 sq. km 1 smog tower(st) cleans area: pi×3×3= 28 sq. km total st required: 1484÷28 = 53 one st cost = 2 crore. *total one time cost to install st throughout delhi = 53×2= 106 crores only.,0,0.9803717732429504
178,0.0,india's own 'smog tower' may help combat air pollution via,675.0,768.0,0,[],1.2e+18,1573877787000.0,2019-11-16 4:16:27,6.0,,,[],4.0,1.2e+18,,,,,https://twitter.com/pujajha/status/1195556210860158978,,Pooja Mishra Jha,,10.0,0.0,10.0,,,,,"[{'user_id': '100474193', 'username': 'pujajha'}, {'user_id': '39743812', 'username': 'EconomicTimes'}]",,False,,,,,smog tower,,,,,,UTC,,,,India's own 'smog tower' may help combat air pollution  http://www.ecoti.in/VeHtab  via @economictimes,,,100474193,100474193.0,,,pujajha,,india's own 'smog tower' may help combat air pollution via,0,0.9518790245056152
185,0.0,india’s first make in india smog tower!!!,244.0,256.0,0,[],1.22e+18,1579125847000.0,2020-01-15 22:04:07,3.0,,,[],22.0,1.22e+18,,,,,https://twitter.com/dharmendrabh/status/1217568167213424640,,Dharmendra Bhaskar,,2.0,0.0,1.0,,,,,"[{'user_id': '2397417456', 'username': 'dharmendrabh'}]",,False,,,,,smog tower,,,,,,UTC,,,,India’s first Make in India Smog Tower!!!  pic.twitter.com/68yKRYRFs0,,,2397417456,2397417456.0,,,dharmendrabh,,india’s first make in india smog tower!!!,0,0.9554898142814636
192,0.0,today tajinder bagga said if he wins the election he will install smog tower in hari nagar ironically he is the same guy who distributed & urged everyone to burn crackers when sc imposed a blanket ban on crackers due to increased smog.,163.0,171.0,0,[],1.22e+18,1579716798000.0,2020-01-22 18:13:18,3.0,,,[],18.0,1.22e+18,,,,,https://twitter.com/mdmoinulhaq1998/status/1220046797126520832,,Md Moinul Haque,,2.0,0.0,0.0,,,,,"[{'user_id': '1205587074172125184', 'username': 'mdmoinulhaq1998'}, {'user_id': '213305919', 'username': 'ShayarSalman'}, {'user_id': '3299729838', 'username': 'shanu_sab'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Today Tajinder Bagga said if he wins the Election he will install Smog tower in Hari nagar

Ironically he is the same guy who distributed  & urged everyone to burn crackers when SC imposed a Blanket ban on crackers due to increased SMOG.
@Osamashaikhmba @ShayarSalman @shanu_sab",,,1205587074172125184,1.21e+18,,,mdmoinulhaq1998,,today tajinder bagga said if he wins the election he will install smog tower in hari nagar ironically he is the same guy who distributed & urged everyone to burn crackers when sc imposed a blanket ban on crackers due to increased smog.,1,0.9137483239173889
199,0.0,first smog tower …,468.0,506.0,0,[],1.21e+18,1578054342000.0,2020-01-03 12:25:42,5.0,,,[],12.0,1.21e+18,,,,,https://twitter.com/KidsBreathe/status/1213073949455798272,,MyKidsNeedToBreathe,,0.0,0.0,0.0,,,,,"[{'user_id': '1083054466092326913', 'username': 'KidsBreathe'}]",,False,,,,,smog tower,,,,,,UTC,,,,FIRST SMOG TOWER  https://www.businesstoday.in/current/economy-politics/delhi-smog-tower-first-giant-air-purifier-to-combat-air-pollution-to-be-inaugurated-today/story/393085.html …,,,1083054466092326913,1.08e+18,,,KidsBreathe,,first smog tower …,0,0.9404236078262329
205,0.0,delhi air quality: will a giant 'smog tower' solve the city's pollution woes? …,952.0,1218.0,0,[],1.06e+18,1541412931000.0,2018-11-05 10:15:31,1.0,,,[],10.0,1.06e+18,,,,,https://twitter.com/ahmadtppu/status/1059388735828123649,,Mohammad Ahmad Hussain,,1.0,0.0,0.0,,,,,"[{'user_id': '840206736', 'username': 'ahmadtppu'}]",,False,,,,,smog tower,,,,,,UTC,,,,Delhi Air Quality: Will A Giant 'Smog Tower' Solve The City's Pollution Woes?  https://www.huffingtonpost.in/2018/11/05/delhi-air-quality-will-a-giant-smog-tower-solve-the-citys-pollution-woes_a_23580328/?ncid=other_twitter_cooo9wqtham&utm_campaign=share_twitter …,,,840206736,840206736.0,,,ahmadtppu,,delhi air quality: will a giant 'smog tower' solve the city's pollution woes? …,0,0.5438485741615295
207,0.0,delhi air quality: will a giant ‘smog tower’ solve the city’s pollution woes? …,956.0,1223.0,0,[],1.06e+18,1541406813000.0,2018-11-05 8:33:33,1.0,,,[],8.0,1.06e+18,,,,,https://twitter.com/inbworldnews/status/1059363073927077888,,Internet News Blog,,1.0,0.0,0.0,,,,,"[{'user_id': '988043082884091905', 'username': 'inbworldnews'}]",,False,,,,,smog tower,,,,,,UTC,,,,Delhi Air Quality: Will A Giant ‘Smog Tower’ Solve The City’s Pollution Woes?  https://www.internetnewsblog.com/delhi-air-quality-will-a-giant-smog-tower-solve-the-citys-pollution-woes/ …,,,988043082884091905,9.88e+17,,,inbworldnews,,delhi air quality: will a giant ‘smog tower’ solve the city’s pollution woes? …,0,0.4969884753227234
212,0.0,from house of iit: stubble remover and smog tower via,19.0,20.0,0,[],1.23e+18,1583209394000.0,2020-03-03 4:23:14,2.0,,,[],4.0,1.23e+18,,,,,https://twitter.com/centrallibraryb/status/1234695804603883521,,IITB-Central Library,,1.0,0.0,0.0,,,,,"[{'user_id': '121787989', 'username': 'centrallibraryb'}, {'user_id': '134758540', 'username': 'timesofindia'}]",,False,,,,,smog tower,,,,,,UTC,,,,From house of IIT: Stubble remover and smog tower  http://toi.in/fej-Xa/a24gk  via @timesofindia,,,121787989,121787989.0,,,centrallibraryb,,from house of iit: stubble remover and smog tower via,0,0.8257511854171753
221,0.0,govt. seeks iit-bombay's help to build smog tower,26.0,28.0,0,[],1.23e+18,1582187357000.0,2020-02-20 8:29:17,4.0,,,[],8.0,1.23e+18,,,,,https://twitter.com/NcrPollution/status/1230409074602278913,,Delhi Pollution Live Updates,,0.0,0.0,0.0,,,,,"[{'user_id': '1190661563901825029', 'username': 'NcrPollution'}]",,False,,,,,smog tower,,,,,,UTC,,,,Govt. seeks IIT-Bombay's help to build smog tower  https://ift.tt/2SVFToa ,,,1190661563901825029,1.19e+18,,,NcrPollution,,govt. seeks iit-bombay's help to build smog tower,0,0.9377412796020508
