,date,tweet_processed,tweet,ZLabel,favorites,geo,hashtags,id,mentions,new,permalink,retweets,username,Lang,Tweet text processed,pred,pred_raw
260,04-11-2019 18:14,"taking cue from delhi, lucknow set for odd-even scheme as air pollution shoots up in uttar pradesh. it's quite disappointing news for #oddeven #supremecourt #delhincrpollution #delhiairemergency …","Taking Cue from Delhi, Lucknow Set for Odd-Even Scheme as Air Pollution Shoots Up in Uttar Pradesh. It's quite disappointing news for @ VijayGoelBJP.. # OddEven # SupremeCourt # DelhiNCRPollution # DelhiAirEmergencyhttps://www.news18.com/news/india/taking-cue-from-delhi-lucknow-set-for-odd-even-scheme-as-air-pollution-shoots-up-in-uttar-pradesh-2373341.html …",0,2.0,,# # # #,1.19e+18,@,,https://twitter.com/KhushbooTweets/status/1191335468719173632,0.0,KhushbooTweets,en,"taking cue from delhi, lucknow set for odd-even scheme as air pollution shoots up in uttar pradesh. it's quite disappointing news for #oddeven #supremecourt #delhincrpollution #delhiairemergency …",-1,0.9973641037940979
267,04-11-2019 15:52,#up also plans to implement #oddeven in many districts where the #pollution level is high. the decision will be taken in next 2 days.,# UP also plans to implement # OddEven in many districts where the # pollution level is high. The decision will be taken in next 2 days.,0,31.0,,# # #,1.19e+18,,,https://twitter.com/raydeep/status/1191299751188127744,19.0,raydeep,en,#up also plans to implement #oddeven in many districts where the #pollution level is high. the decision will be taken in next 2 days.,1,0.9547796249389648
278,13-11-2019 22:04,best air purifier brand in india #pollutionkasolution #delhismog #pollution #airpurifier #airfilter #airpollution #pollutioncontrol #maharashtragovernments #dillikisardi #oddeven #pollutionlevel #airqualityindex #indoorairquality #delhiairpollution,http://www.hullaard.com  Best Air Purifier Brand in India # pollutionkasolution # delhismog # pollution # airpurifier # airfilter # airpollution # pollutioncontrol # maharashtragovernments # dillikisardi # oddeven # pollutionlevel # airqualityindex # indoorairquality # DelhiAirPollutionpic.twitter.com/w86wsYavgk,0,0.0,,# # # # # # # # # # # # # #,1.19e+18,,,https://twitter.com/hullaard/status/1194654836207190017,0.0,hullaard,en,best air purifier brand in india #pollutionkasolution #delhismog #pollution #airpurifier #airfilter #airpollution #pollutioncontrol #maharashtragovernments #dillikisardi #oddeven #pollutionlevel #airqualityindex #indoorairquality #delhiairpollution,0,0.9869171380996704
294,04-11-2019 11:04,"#oddeven started at 8 am, so according to you smog got reduced by 50% in just 98 minutes? tattoo journalist. …","# OddEven started at 8 AM, so according to you smog got reduced by 50% in just 98 minutes? Tattoo Journalist. https://twitter.com/saahilmenghani/status/1191205613985914885 …",0,0.0,,#,1.19e+18,,,https://twitter.com/Piyushkshahi/status/1191227286793547781,0.0,Piyushkshahi,en,"#oddeven started at 8 am, so according to you smog got reduced by 50% in just 98 minutes? tattoo journalist. …",0,0.9985313415527344
297,04-11-2019 11:43,"if i am not wrong, handsome hunk manish sisodia had procured a jeep compass costing more than rs 20 lakhs as his official car last yr. now, he is doing this bicycle drama for #oddeven","If I am not wrong, handsome hunk Manish Sisodia had procured a Jeep Compass costing more than Rs 20 lakhs as his official car last yr. Now, he is doing this bicycle drama for # OddEven",0,2.0,,#,1.19e+18,,,https://twitter.com/adt007ad/status/1191237032015618048,0.0,adt007ad,en,"if i am not wrong, handsome hunk manish sisodia had procured a jeep compass costing more than rs 20 lakhs as his official car last yr. now, he is doing this bicycle drama for #oddeven",0,0.9828318953514099
298,13-11-2019 22:11,"arvind kejriwal mulls extending odd-even scheme, as air quality worsens again in delhi #arvindkejriwal #delhiairpollution #oddeven …","Arvind Kejriwal mulls extending odd-even scheme, as air quality worsens again in Delhi # ArvindKejriwal # DelhiAirPollution # OddEven https://www.firstindia.co.in/arvind-kejriwal-mulls-extending-odd-even-scheme-as-air-quality-worsens-again-in-delhi/ …",0,1.0,,# # #,1.19e+18,,,https://twitter.com/thefirstindia/status/1194656543402184704,0.0,thefirstindia,en,"arvind kejriwal mulls extending odd-even scheme, as air quality worsens again in delhi #arvindkejriwal #delhiairpollution #oddeven …",0,0.9978744983673096
301,13-11-2019 22:09,"why not announce work from home"" than #oddeven who likes travelling unless its for daily bread & butter.! #delhiairemergency""","Why NOT announce work from home"" than # OddEven Who likes travelling unless its for daily bread & butter.! @ ArvindKejriwal # DelhiAirEmergency""",0,1.0,,# #,1.19e+18,@,,https://twitter.com/Brockinever/status/1194656099439263744,0.0,Brockinever,en,"why not announce work from home"" than #oddeven who likes travelling unless its for daily bread & butter.! #delhiairemergency""",1,0.9976212382316589
306,07-11-2019 22:29,"#delhitrafficpolice: 454 challans issued for violations of #oddeven vehicle scheme, today","# DelhiTrafficPolice: 454 challans issued for violations of # OddEven vehicle scheme, today pic.twitter.com/Jo1JWo4sYd",0,16.0,,# #,1.19e+18,,,https://twitter.com/EconomicTimes/status/1192486822741340160,3.0,EconomicTimes,en,"#delhitrafficpolice: 454 challans issued for violations of #oddeven vehicle scheme, today",0,0.9991790652275085
308,04-11-2019 14:31,watch my take on #oddeven.,Watch my take on # OddEven. https://youtu.be/mnhO4uYcDDU,0,0.0,,#,1.19e+18,,,https://twitter.com/TuhinDey_India/status/1191279265469218816,0.0,TuhinDey_India,en,watch my take on #oddeven.,0,0.993757963180542
312,04-11-2019 12:16,deputy chief minister of delhi rode a cycle to work today. more updates on #oddeven here: … (photos:,Deputy Chief Minister of Delhi @ msisodia rode a cycle to work today. More updates on # OddEven here: https://www.ndtv.com/india-news/delhi-air-quality-live-updates-odd-even-scheme-in-delhi-from-today-as-air-pollution-reaches-critical-2126786 … (Photos: @ AamAadmiParty)pic.twitter.com/mM8XuDYrNZ,0,104.0,,#,1.19e+18,@ @,,https://twitter.com/ndtv/status/1191245402193813506,10.0,ndtv,en,deputy chief minister of delhi rode a cycle to work today. more updates on #oddeven here: … (photos:,0,0.998961329460144
315,04-11-2019 12:03,"#twitter reacts with humor, support and criticism over the return of #oddeven in delhi. …","# Twitter reacts with humor, support and criticism over the return of # OddEven in Delhi. https://www.thequint.com/neon/social-buzz/twitter-reacts-to-comeback-of-delhi-odd-even-scheme …",0,1.0,,# #,1.19e+18,,,https://twitter.com/TheQuint/status/1191242102845276160,1.0,TheQuint,en,"#twitter reacts with humor, support and criticism over the return of #oddeven in delhi. …",0,0.8281864523887634
318,04-11-2019 15:19,has #oddeven formula helped control #delhincrpollution? let's take a look at the impact of traffic rationing measure on national capital's deteriorating air quality,Has # OddEven formula helped control # DelhiNCRPollution? Let's take a look at the impact of traffic rationing measure on national capital's deteriorating air qualitypic.twitter.com/HKf14iTWY7,0,10.0,,# #,1.19e+18,,,https://twitter.com/editorji/status/1191291352991977477,1.0,editorji,en,has #oddeven formula helped control #delhincrpollution? let's take a look at the impact of traffic rationing measure on national capital's deteriorating air quality,0,0.9908279180526733
321,04-11-2019 11:28,odd even has started again. delhi people: #oddeven,Odd Even has started again. Delhi people: # OddEven pic.twitter.com/IdJRwyEH9w,0,0.0,,#,1.19e+18,,,https://twitter.com/Snehil_96/status/1191233260128329729,0.0,Snehil_96,en,odd even has started again. delhi people: #oddeven,1,0.9981367588043213
322,04-11-2019 13:28,what is the science & statistics behind #oddeven ? can anyone educate me.,What is the science & statistics behind # OddEven ? Can anyone educate me.,0,3.0,,#,1.19e+18,,,https://twitter.com/geek_iitk/status/1191263374744657920,0.0,geek_iitk,en,what is the science & statistics behind #oddeven ? can anyone educate me.,0,0.9982374906539917
330,18-11-2019 20:54,"sky is clear, odd-even not required : kejriwal #oddeven #arvindkejriwal #pollutioncontrolboard #delhiairquality #delhipollution #airpollution #aqi #delhi","Sky is clear, Odd-Even not required : Kejriwal # OddEven # ArvindKejriwal # PollutionControlBoard # DelhiAirQuality # DelhiPollution # AirPollution # AQI # Delhihttps://bit.ly/2Xn9pFh",0,0.0,,# # # # # # # #,1.2e+18,,,https://twitter.com/pennewstweet/status/1196449146892238850,0.0,pennewstweet,,"sky is clear, odd-even not required : kejriwal #oddeven #arvindkejriwal #pollutioncontrolboard #delhiairquality #delhipollution #airpollution #aqi #delhi",1,0.9922475814819336
340,03-11-2019 12:08,"if feels #oddeven policy will reduce the pollution, let him make it permanent. don't use this as a temporary measure thinking that #pollution will anyways subside after 2 weeks and then show it as a great government measure.","If @ ArvindKejriwal feels # OddEven policy will reduce the pollution, let him make it permanent. Don't use this as a temporary measure thinking that # Pollution will anyways subside after 2 weeks and then show it as a great government measure.",0,0.0,,# #,1.19e+18,@,,https://twitter.com/AhlawatPrerak/status/1190880870573334528,0.0,AhlawatPrerak,,"if feels #oddeven policy will reduce the pollution, let him make it permanent. don't use this as a temporary measure thinking that #pollution will anyways subside after 2 weeks and then show it as a great government measure.",-1,0.9967983365058899
343,02-11-2019 19:51,"#odd-even scheme will be back in delhi for 12 days from november 4, monday, to november 15, friday. . . #oddeven #aap #arvindkejriwal #delhiairquality #delhismog","# Odd-even scheme will be back in Delhi for 12 days from November 4, Monday, to November 15, Friday. . . # OddEven # AAP # ArvindKejriwal # DelhiAirQuality # DelhiSmogpic.twitter.com/lfLfSZOyZQ",0,10.0,,# # # # # #,1.19e+18,,,https://twitter.com/gaganmahayana52/status/1190635017912741889,4.0,gaganmahayana52,,"#odd-even scheme will be back in delhi for 12 days from november 4, monday, to november 15, friday. . . #oddeven #aap #arvindkejriwal #delhiairquality #delhismog",0,0.9991827607154846
347,04-11-2019 10:35,"10:20 a.m, lajpat nagar metro station. sky is still not clear but the cloudy smog layer is vry less on the road it is one of the busiest road during office hrs. is ths the magic of #oddeven or wind you decide?","10:20 A.M, Lajpat Nagar Metro station. Sky is still not clear but the cloudy smog layer is vry less on the road It is one of the busiest road during office hrs. Is ths the magic of # OddEven or Wind You decide? @ ArvindKejriwal @ AamAadmiParty @ BJP4India @ narendramodi @ VijayGoelBJPpic.twitter.com/e1itCgJ8Yj",0,1.0,,#,1.19e+18,@ @ @ @ @,,https://twitter.com/Chandan31710366/status/1191219958065156097,0.0,Chandan31710366,en,"10:20 a.m, lajpat nagar metro station. sky is still not clear but the cloudy smog layer is vry less on the road it is one of the busiest road during office hrs. is ths the magic of #oddeven or wind you decide?",0,0.9950555562973022
356,13-11-2019 13:26,"“will extend odd-even scheme if needed”. the traffic restriction ends on friday, says cm #oddeven #arvindkejriwal #delhi #delhiairpollution #oddevenscheme","“Will extend Odd-Even scheme if needed”. The traffic restriction ends on Friday, says CM @ ArvindKejriwal. # OddEven # ArvindKejriwal # Delhi # DelhiAirPollution # Oddevenschemepic.twitter.com/QW4HYOziSu",0,3.0,,# # # # #,1.19e+18,@,,https://twitter.com/NedrickExpress/status/1194524350025650176,3.0,NedrickExpress,en,"“will extend odd-even scheme if needed”. the traffic restriction ends on friday, says cm #oddeven #arvindkejriwal #delhi #delhiairpollution #oddevenscheme",0,0.9991636276245117
372,03-11-2019 11:27,why you should love #oddeven ? listen from great,Why you should love # OddEven ? Listen from great @ KapilMishra_INDpic.twitter.com/dY3TBLzOJy,0,1.0,,#,1.19e+18,@,,https://twitter.com/biswa_m/status/1190870714443653120,0.0,biswa_m,,why you should love #oddeven ? listen from great,1,0.9981017708778381
